Year,org_code,DistrictName,SchoolName,Subject,Group,sadv_num,sadv_per,spro_num,spro_per,sni_num,sni_per,swf_num,swf_per,stotal,sayp_part_rate,scpi
2010,00000000,State,State,PHY,White,2518,21,5734,47,3184,26,792,6,12228,99,86
2010,00000000,State,State,PHY,Hawaiian,3,14,5,23,7,32,7,32,22,100,70.5
2010,00000000,State,State,PHY,Multi-race,78,23,121,35,96,28,49,14,344,99,79.5
2010,00000000,State,State,PHY,"Formerly LEP",27,10,85,30,106,38,61,22,279,99,68.8
2010,00000000,State,State,PHY,LEP,19,2,121,13,351,38,439,47,930,97,48.1
2010,00000000,State,State,PHY,"LEP/Formerly LEP",46,4,206,17,457,38,500,41,1209,97,52.9
2010,00000000,State,State,PHY,"Special Ed",99,3,579,19,1200,39,1173,38,3051,97,55.4
2010,00000000,State,State,PHY,"Non-Title 1",2940,21,6297,44,3820,27,1110,8,14167,99,84.6
2010,00000000,State,State,PHY,"Title 1",118,3,1102,24,1904,41,1498,32,4622,96,59
2010,00000000,State,State,TEC,"All Students",64,3,831,39,791,37,427,20,2113,99,72.6
2010,00000000,State,State,TEC,"Non-Low Income",57,4,640,49,450,34,162,12,1309,100,80.3
2010,00000000,State,State,TEC,"Low Income",7,1,191,24,341,42,265,33,804,97,60.2
2010,00000000,State,State,TEC,Male,56,4,616,43,503,35,267,19,1442,98,75
2010,00000000,State,State,TEC,Female,8,1,215,32,288,43,160,24,671,99,67.4
2010,00000000,State,State,TEC,Black,0,0,24,15,91,56,48,29,163,98,56.3
2010,00000000,State,State,TEC,Asian,2,4,16,29,13,24,24,44,55,98,65.5
2010,00000000,State,State,TEC,Hispanic/Latino,1,0,54,17,146,45,126,39,327,97,54.8
2010,00000000,State,State,TEC,White,58,4,719,48,516,34,215,14,1508,99,78.7
2010,00000000,State,State,TEC,Multi-race,3,7,14,33,19,44,7,16,43,96,72.1
2010,00000000,State,State,TEC,"Formerly LEP",0,0,5,18,10,36,13,46,28,97,55.4
2010,00000000,State,State,TEC,LEP,3,3,6,6,29,29,63,62,101,98,42.1
2010,00000000,State,State,TEC,"LEP/Formerly LEP",3,2,11,9,39,30,76,59,129,98,45
2010,00000000,State,State,TEC,"Special Ed",4,1,124,19,254,38,278,42,660,99,58.7
2010,00000000,State,State,TEC,"Non-Title 1",58,4,689,42,603,37,290,18,1640,100,75.2
2010,00000000,State,State,TEC,"Title 1",6,1,142,30,188,40,137,29,473,95,63.7
2010,00010000,Abington,District,BIO,"All Students",22,14,91,57,35,22,12,8,160,99,88.6
2010,00010000,Abington,District,BIO,"Non-Low Income",21,15,83,58,30,21,8,6,142,99,90.1
2010,00010000,Abington,District,BIO,"Low Income",1,6,8,44,5,28,4,22,18,100,76.4
2010,00010000,Abington,District,BIO,Male,14,17,45,55,16,20,7,9,82,98,88.7
2010,00010000,Abington,District,BIO,Female,8,10,46,59,19,24,5,6,78,100,88.5
2010,00010000,Abington,District,BIO,White,19,13,82,57,31,22,12,8,144,99,88.4
2010,00010000,Abington,District,BIO,"Special Ed",0,0,9,27,15,45,9,27,33,94,72
2010,00010000,Abington,District,BIO,"Non-Title 1",22,14,91,57,35,22,12,8,160,99,88.6
2010,00010505,Abington,"Abington High",BIO,"All Students",22,15,84,57,31,21,10,7,147,99,89.3
2010,00010505,Abington,"Abington High",BIO,"Non-Low Income",21,16,77,59,27,21,6,5,131,99,90.8
2010,00010505,Abington,"Abington High",BIO,"Low Income",1,6,7,44,4,25,4,25,16,100,76.6
2010,00010505,Abington,"Abington High",BIO,Male,14,19,42,56,14,19,5,7,75,99,89.7
2010,00010505,Abington,"Abington High",BIO,Female,8,11,42,58,17,24,5,7,72,100,88.9
2010,00010505,Abington,"Abington High",BIO,White,19,14,78,57,29,21,10,7,136,99,88.8
2010,00010505,Abington,"Abington High",BIO,"Special Ed",0,0,8,27,15,50,7,23,30,97,71.7
2010,00010505,Abington,"Abington High",BIO,"Non-Title 1",22,15,84,57,31,21,10,7,147,99,89.3
2010,00050000,Agawam,District,BIO,"All Students",3,4,12,18,33,49,20,29,68,97,57
2010,00050000,Agawam,District,BIO,"Non-Low Income",2,4,8,17,22,47,15,32,47,98,55.9
2010,00050000,Agawam,District,BIO,"Low Income",1,5,4,19,11,52,5,24,21,95,59.5
2010,00050000,Agawam,District,BIO,Male,3,9,5,14,19,54,8,23,35,100,58.6
2010,00050000,Agawam,District,BIO,Female,0,0,7,21,14,42,12,36,33,94,55.3
2010,00050000,Agawam,District,BIO,White,2,3,12,20,29,49,16,27,59,98,58.9
2010,00050000,Agawam,District,BIO,"Special Ed",1,3,4,11,18,50,13,36,36,97,51.4
2010,00050000,Agawam,District,BIO,"Non-Title 1",3,4,12,18,33,49,20,29,68,97,57
2010,00050000,Agawam,District,PHY,"All Students",45,13,173,51,107,32,11,3,336,100,86.3
2010,00050000,Agawam,District,PHY,"Non-Low Income",38,14,149,55,78,29,5,2,270,100,88.3
2010,00050000,Agawam,District,PHY,"Low Income",7,11,24,36,29,44,6,9,66,99,78
2010,00050000,Agawam,District,PHY,Male,30,20,84,55,35,23,4,3,153,100,90.4
2010,00050000,Agawam,District,PHY,Female,15,8,89,49,72,39,7,4,183,99,82.9
2010,00050000,Agawam,District,PHY,White,42,13,169,52,102,31,11,3,324,100,86.4
2010,00050000,Agawam,District,PHY,"Formerly LEP",0,0,5,50,5,50,0,0,10,100,82.5
2010,00050000,Agawam,District,PHY,"LEP/Formerly LEP",0,0,5,45,5,45,1,9,11,100,75
2010,00050000,Agawam,District,PHY,"Special Ed",0,0,7,24,18,62,4,14,29,100,62.9
2010,00050000,Agawam,District,PHY,"Non-Title 1",45,13,173,51,107,32,11,3,336,100,86.3
2010,00050505,Agawam,"Agawam High",BIO,"All Students",3,8,10,25,16,40,11,28,40,98,63.1
2010,00050505,Agawam,"Agawam High",BIO,"Non-Low Income",2,8,7,28,9,36,7,28,25,96,64
2010,00050505,Agawam,"Agawam High",BIO,"Low Income",1,7,3,20,7,47,4,27,15,100,61.7
2010,00050505,Agawam,"Agawam High",BIO,Male,3,21,4,29,5,36,2,14,14,100,75
2010,00050505,Agawam,"Agawam High",BIO,Female,0,0,6,23,11,42,9,35,26,96,56.7
2010,00050505,Agawam,"Agawam High",BIO,White,2,6,10,29,15,43,8,23,35,97,65.7
2010,00050505,Agawam,"Agawam High",BIO,"Special Ed",1,6,3,18,8,47,5,29,17,94,61.8
2010,00050505,Agawam,"Agawam High",BIO,"Non-Title 1",3,8,10,25,16,40,11,28,40,98,63.1
2010,00050505,Agawam,"Agawam High",PHY,"All Students",45,14,171,52,105,32,9,3,330,100,86.8
2010,00050505,Agawam,"Agawam High",PHY,"Non-Low Income",38,14,148,55,76,28,5,2,267,100,88.5
2010,00050505,Agawam,"Agawam High",PHY,"Low Income",7,11,23,37,29,46,4,6,63,98,79.8
2010,00050505,Agawam,"Agawam High",PHY,Male,30,20,83,56,34,23,2,1,149,100,91.4
2010,00050505,Agawam,"Agawam High",PHY,Female,15,8,88,49,71,39,7,4,181,99,83
2010,00050505,Agawam,"Agawam High",PHY,White,42,13,167,52,101,32,9,3,319,100,86.9
2010,00050505,Agawam,"Agawam High",PHY,"Formerly LEP",0,0,5,50,5,50,0,0,10,100,82.5
2010,00050505,Agawam,"Agawam High",PHY,"LEP/Formerly LEP",0,0,5,50,5,50,0,0,10,100,82.5
2010,00050505,Agawam,"Agawam High",PHY,"Special Ed",0,0,7,24,18,62,4,14,29,100,62.9
2010,00050505,Agawam,"Agawam High",PHY,"Non-Title 1",45,14,171,52,105,32,9,3,330,100,86.8
2010,00070000,Amesbury,District,BIO,"All Students",56,18,171,55,62,20,20,6,309,98,89.5
2010,00070000,Amesbury,District,BIO,"Non-Low Income",54,21,151,59,42,16,9,4,256,99,93
2010,00070000,Amesbury,District,BIO,"Low Income",2,4,20,38,20,38,11,21,53,95,72.6
2010,00070000,Amesbury,District,BIO,Male,35,20,100,57,28,16,11,6,174,99,90.2
2010,00070000,Amesbury,District,BIO,Female,21,16,71,53,34,25,9,7,135,96,88.5
2010,00070000,Amesbury,District,BIO,Hispanic/Latino,1,10,2,20,6,60,1,10,10,100,70
2010,00070000,Amesbury,District,BIO,White,53,19,160,57,52,19,16,6,281,98,90.7
2010,00070000,Amesbury,District,BIO,"Special Ed",0,0,12,32,10,27,15,41,37,95,66.9
2010,00070000,Amesbury,District,BIO,"Non-Title 1",56,18,171,55,62,20,20,6,309,98,89.5
2010,00070505,Amesbury,"Amesbury High",BIO,"All Students",55,18,169,56,60,20,17,6,301,98,90.1
2010,00070505,Amesbury,"Amesbury High",BIO,"Non-Low Income",53,21,150,59,42,17,9,4,254,99,92.9
2010,00070505,Amesbury,"Amesbury High",BIO,"Low Income",2,4,19,40,18,38,8,17,47,94,75
2010,00070505,Amesbury,"Amesbury High",BIO,Male,35,21,98,58,27,16,9,5,169,99,91.3
2010,00070505,Amesbury,"Amesbury High",BIO,Female,20,15,71,54,33,25,8,6,132,96,88.6
2010,00070505,Amesbury,"Amesbury High",BIO,Hispanic/Latino,1,10,2,20,6,60,1,10,10,100,70
2010,00070505,Amesbury,"Amesbury High",BIO,White,52,19,158,58,50,18,14,5,274,98,91.1
2010,00070505,Amesbury,"Amesbury High",BIO,"Special Ed",0,0,10,32,9,29,12,39,31,94,68.5
2010,00070505,Amesbury,"Amesbury High",BIO,"Non-Title 1",55,18,169,56,60,20,17,6,301,98,90.1
2010,00090000,Andover,District,BIO,"All Students",1,7,2,14,4,29,7,50,14,70,64.3
2010,00090000,Andover,District,BIO,"Non-Low Income",1,9,2,18,3,27,5,45,11,65,75
2010,00090000,Andover,District,BIO,Male,0,0,2,20,3,30,5,50,10,63,62.5
2010,00090000,Andover,District,BIO,White,1,8,2,15,4,31,6,46,13,72,67.3
2010,00090000,Andover,District,BIO,"Special Ed",1,8,1,8,4,31,7,54,13,72,61.5
2010,00090000,Andover,District,BIO,"Non-Title 1",1,7,2,14,4,29,7,50,14,70,64.3
2010,00090000,Andover,District,PHY,"All Students",168,35,241,50,62,13,7,1,478,99,94.6
2010,00090000,Andover,District,PHY,"Non-Low Income",167,38,225,51,48,11,5,1,445,100,95.6
2010,00090000,Andover,District,PHY,"Low Income",1,3,16,48,14,42,2,6,33,97,81.8
2010,00090000,Andover,District,PHY,Male,87,37,116,50,29,12,2,1,234,99,95
2010,00090000,Andover,District,PHY,Female,81,33,125,51,33,14,5,2,244,100,94.3
2010,00090000,Andover,District,PHY,Asian,17,41,20,49,3,7,1,2,41,100,96.3
2010,00090000,Andover,District,PHY,Hispanic/Latino,1,8,2,15,9,69,1,8,13,100,69.2
2010,00090000,Andover,District,PHY,White,144,35,213,52,48,12,5,1,410,99,95.2
2010,00090000,Andover,District,PHY,"Special Ed",7,10,30,45,28,42,2,3,67,97,82.5
2010,00090000,Andover,District,PHY,"Non-Title 1",168,35,241,50,62,13,7,1,478,99,94.6
2010,00090505,Andover,"Andover High",PHY,"All Students",168,36,239,51,60,13,4,1,471,99,95.1
2010,00090505,Andover,"Andover High",PHY,"Non-Low Income",167,38,223,51,47,11,3,1,440,100,95.9
2010,00090505,Andover,"Andover High",PHY,"Low Income",1,3,16,52,13,42,1,3,31,97,83.9
2010,00090505,Andover,"Andover High",PHY,Male,87,38,115,50,28,12,1,0,231,99,95.3
2010,00090505,Andover,"Andover High",PHY,Female,81,34,124,52,32,13,3,1,240,100,94.9
2010,00090505,Andover,"Andover High",PHY,Asian,17,43,20,50,3,8,0,0,40,100,98.1
2010,00090505,Andover,"Andover High",PHY,Hispanic/Latino,1,8,2,17,9,75,0,0,12,100,72.9
2010,00090505,Andover,"Andover High",PHY,White,144,35,211,52,47,12,4,1,406,99,95.4
2010,00090505,Andover,"Andover High",PHY,"Special Ed",7,10,30,45,28,42,2,3,67,97,82.5
2010,00090505,Andover,"Andover High",PHY,"Non-Title 1",168,36,239,51,60,13,4,1,471,99,95.1
2010,00100000,Arlington,District,BIO,"All Students",3,9,8,24,12,36,10,30,33,83,62.1
2010,00100000,Arlington,District,BIO,"Non-Low Income",3,12,6,23,9,35,8,31,26,90,63.5
2010,00100000,Arlington,District,BIO,Male,3,16,7,37,5,26,4,21,19,79,69.7
2010,00100000,Arlington,District,BIO,Female,0,0,1,7,7,50,6,43,14,88,51.8
2010,00100000,Arlington,District,BIO,White,3,13,6,26,9,39,5,22,23,85,69.6
2010,00100000,Arlington,District,BIO,"Special Ed",2,11,3,17,9,50,4,22,18,75,62.5
2010,00100000,Arlington,District,BIO,"Non-Title 1",3,9,8,24,12,36,10,30,33,83,62.1
2010,00100000,Arlington,District,PHY,"All Students",105,35,139,47,48,16,6,2,298,98,93.1
2010,00100000,Arlington,District,PHY,"Non-Low Income",102,39,127,48,32,12,3,1,264,99,95.1
2010,00100000,Arlington,District,PHY,"Low Income",3,9,12,35,16,47,3,9,34,95,77.9
2010,00100000,Arlington,District,PHY,Male,64,42,60,40,22,15,5,3,151,99,92.9
2010,00100000,Arlington,District,PHY,Female,41,28,79,54,26,18,1,1,147,97,93.4
2010,00100000,Arlington,District,PHY,Black,0,0,4,29,7,50,3,21,14,100,67.9
2010,00100000,Arlington,District,PHY,Asian,10,50,7,35,3,15,0,0,20,100,96.3
2010,00100000,Arlington,District,PHY,Hispanic/Latino,1,9,7,64,3,27,0,0,11,100,90.9
2010,00100000,Arlington,District,PHY,White,90,37,118,48,33,14,3,1,244,98,94.5
2010,00100000,Arlington,District,PHY,"Special Ed",5,15,10,30,13,39,5,15,33,89,73.5
2010,00100000,Arlington,District,PHY,"Non-Title 1",105,35,139,47,48,16,6,2,298,98,93.1
2010,00100505,Arlington,"Arlington High",BIO,"All Students",2,13,3,20,7,47,3,20,15,71,63.3
2010,00100505,Arlington,"Arlington High",BIO,"Non-Title 1",2,13,3,20,7,47,3,20,15,71,63.3
2010,00100505,Arlington,"Arlington High",PHY,"All Students",105,36,134,46,46,16,6,2,291,98,93.1
2010,00100505,Arlington,"Arlington High",PHY,"Non-Low Income",102,40,122,47,31,12,3,1,258,98,95.1
2010,00100505,Arlington,"Arlington High",PHY,"Low Income",3,9,12,36,15,45,3,9,33,94,78
2010,00100505,Arlington,"Arlington High",PHY,Male,64,44,58,39,20,14,5,3,147,99,93
2010,00100505,Arlington,"Arlington High",PHY,Female,41,28,76,53,26,18,1,1,144,97,93.2
2010,00100505,Arlington,"Arlington High",PHY,Black,0,0,4,31,6,46,3,23,13,100,67.3
2010,00100505,Arlington,"Arlington High",PHY,Asian,10,53,7,37,2,11,0,0,19,100,97.4
2010,00100505,Arlington,"Arlington High",PHY,Hispanic/Latino,1,9,7,64,3,27,0,0,11,100,90.9
2010,00100505,Arlington,"Arlington High",PHY,White,90,38,113,47,33,14,3,1,239,98,94.4
2010,00100505,Arlington,"Arlington High",PHY,"Special Ed",5,15,10,30,13,39,5,15,33,89,73.5
2010,00100505,Arlington,"Arlington High",PHY,"Non-Title 1",105,36,134,46,46,16,6,2,291,98,93.1
2010,00140000,Ashland,District,BIO,"All Students",37,19,128,65,30,15,3,2,198,93,93.9
2010,00140000,Ashland,District,BIO,"Non-Low Income",35,20,114,64,28,16,1,1,178,95,94.5
2010,00140000,Ashland,District,BIO,"Low Income",2,10,14,70,2,10,2,10,20,83,88.8
2010,00140000,Ashland,District,BIO,Male,21,19,74,67,13,12,3,3,111,92,94.6
2010,00140000,Ashland,District,BIO,Female,16,18,54,62,17,20,0,0,87,96,93.1
2010,00140000,Ashland,District,BIO,White,33,19,116,66,25,14,2,1,176,95,94.6
2010,00140000,Ashland,District,BIO,"Special Ed",1,4,13,48,13,48,0,0,27,79,81.5
2010,00140000,Ashland,District,BIO,"Non-Title 1",37,19,128,65,30,15,3,2,198,93,93.9
2010,00140505,Ashland,"Ashland High",BIO,"All Students",37,19,125,65,28,15,2,1,192,94,94.5
2010,00140505,Ashland,"Ashland High",BIO,"Non-Low Income",35,20,111,65,26,15,0,0,172,95,95.2
2010,00140505,Ashland,"Ashland High",BIO,"Low Income",2,10,14,70,2,10,2,10,20,87,88.8
2010,00140505,Ashland,"Ashland High",BIO,Male,21,19,73,68,12,11,2,2,108,93,95.4
2010,00140505,Ashland,"Ashland High",BIO,Female,16,19,52,62,16,19,0,0,84,95,93.5
2010,00140505,Ashland,"Ashland High",BIO,White,33,19,115,67,23,13,1,1,172,95,95.3
2010,00140505,Ashland,"Ashland High",BIO,"Special Ed",1,4,13,50,12,46,0,0,26,79,82.7
2010,00140505,Ashland,"Ashland High",BIO,"Non-Title 1",37,19,125,65,28,15,2,1,192,94,94.5
2010,00160000,Attleboro,District,BIO,"All Students",2,3,11,15,24,32,38,51,75,99,48.7
2010,00160000,Attleboro,District,BIO,"Non-Low Income",1,4,5,18,9,32,13,46,28,97,55.4
2010,00160000,Attleboro,District,BIO,"Low Income",1,2,6,13,15,32,25,53,47,100,44.7
2010,00160000,Attleboro,District,BIO,Male,0,0,6,15,12,30,22,55,40,98,45.6
2010,00160000,Attleboro,District,BIO,Female,2,6,5,14,12,34,16,46,35,100,52.1
2010,00160000,Attleboro,District,BIO,Hispanic/Latino,1,5,1,5,6,30,12,60,20,100,38.8
2010,00160000,Attleboro,District,BIO,White,1,2,9,20,12,27,22,50,44,98,54.5
2010,00160000,Attleboro,District,BIO,LEP,0,0,0,0,2,20,8,80,10,100,25
2010,00160000,Attleboro,District,BIO,"LEP/Formerly LEP",0,0,1,6,4,22,13,72,18,100,31.9
2010,00160000,Attleboro,District,BIO,"Special Ed",0,0,1,3,10,29,24,69,35,97,37.9
2010,00160000,Attleboro,District,BIO,"Non-Title 1",2,3,11,15,24,32,38,51,75,99,48.7
2010,00160000,Attleboro,District,PHY,"All Students",52,12,202,48,144,34,26,6,424,100,83.7
2010,00160000,Attleboro,District,PHY,"Non-Low Income",45,15,151,50,91,30,13,4,300,100,86.3
2010,00160000,Attleboro,District,PHY,"Low Income",7,6,51,41,53,43,13,10,124,99,77.6
2010,00160000,Attleboro,District,PHY,Male,31,14,91,43,74,35,18,8,214,100,82.1
2010,00160000,Attleboro,District,PHY,Female,21,10,111,53,70,33,8,4,210,100,85.4
2010,00160000,Attleboro,District,PHY,Black,0,0,11,50,8,36,3,14,22,100,75
2010,00160000,Attleboro,District,PHY,Asian,2,9,12,55,8,36,0,0,22,100,88.6
2010,00160000,Attleboro,District,PHY,Hispanic/Latino,3,12,9,35,10,38,4,15,26,100,76
2010,00160000,Attleboro,District,PHY,White,46,13,167,48,113,33,19,6,345,99,84.6
2010,00160000,Attleboro,District,PHY,"Special Ed",0,0,3,8,24,60,13,33,40,100,50
2010,00160000,Attleboro,District,PHY,"Non-Title 1",52,12,202,48,144,34,26,6,424,100,83.7
2010,00160505,Attleboro,"Attleboro High",BIO,"All Students",1,2,9,15,17,29,32,54,59,98,47.9
2010,00160505,Attleboro,"Attleboro High",BIO,"Non-Low Income",1,4,5,20,8,32,11,44,25,96,58
2010,00160505,Attleboro,"Attleboro High",BIO,"Low Income",0,0,4,12,9,26,21,62,34,100,40.4
2010,00160505,Attleboro,"Attleboro High",BIO,Male,0,0,6,19,7,22,19,59,32,97,46.9
2010,00160505,Attleboro,"Attleboro High",BIO,Female,1,4,3,11,10,37,13,48,27,100,49.1
2010,00160505,Attleboro,"Attleboro High",BIO,Hispanic/Latino,0,0,1,6,5,29,11,65,17,100,33.8
2010,00160505,Attleboro,"Attleboro High",BIO,White,1,3,7,19,10,27,19,51,37,97,54.1
2010,00160505,Attleboro,"Attleboro High",BIO,"LEP/Formerly LEP",0,0,1,6,4,24,12,71,17,100,32.4
2010,00160505,Attleboro,"Attleboro High",BIO,"Special Ed",0,0,1,4,5,19,20,77,26,96,36.5
2010,00160505,Attleboro,"Attleboro High",BIO,"Non-Title 1",1,2,9,15,17,29,32,54,59,98,47.9
2010,00160505,Attleboro,"Attleboro High",PHY,"All Students",52,13,200,48,139,33,25,6,416,100,84
2010,00160505,Attleboro,"Attleboro High",PHY,"Non-Low Income",45,15,151,51,89,30,12,4,297,100,86.5
2010,00160505,Attleboro,"Attleboro High",PHY,"Low Income",7,6,49,41,50,42,13,11,119,99,77.7
2010,00160505,Attleboro,"Attleboro High",PHY,Male,31,15,89,42,73,35,17,8,210,100,82.4
2010,00160505,Attleboro,"Attleboro High",PHY,Female,21,10,111,54,66,32,8,4,206,100,85.7
2010,00160505,Attleboro,"Attleboro High",PHY,Black,0,0,10,53,6,32,3,16,19,100,76.3
2010,00160505,Attleboro,"Attleboro High",PHY,Asian,2,9,12,55,8,36,0,0,22,100,88.6
2010,00160505,Attleboro,"Attleboro High",PHY,Hispanic/Latino,3,13,8,33,9,38,4,17,24,100,75
2010,00160505,Attleboro,"Attleboro High",PHY,White,46,13,167,49,111,32,18,5,342,99,84.8
2010,00160505,Attleboro,"Attleboro High",PHY,"Special Ed",0,0,3,8,23,61,12,32,38,100,50.7
2010,00160505,Attleboro,"Attleboro High",PHY,"Non-Title 1",52,13,200,48,139,33,25,6,416,100,84
2010,00170000,Auburn,District,BIO,"All Students",44,14,189,59,77,24,13,4,323,99,89.2
2010,00170000,Auburn,District,BIO,"Non-Low Income",40,15,161,61,55,21,8,3,264,99,91.1
2010,00170000,Auburn,District,BIO,"Low Income",4,7,28,47,22,37,5,8,59,98,80.5
2010,00170000,Auburn,District,BIO,Male,20,13,85,57,37,25,7,5,149,99,88.3
2010,00170000,Auburn,District,BIO,Female,24,14,104,60,40,23,6,3,174,99,89.9
2010,00170000,Auburn,District,BIO,Hispanic/Latino,0,0,2,18,6,55,3,27,11,100,56.8
2010,00170000,Auburn,District,BIO,White,42,14,178,60,66,22,10,3,296,99,90.5
2010,00170000,Auburn,District,BIO,"Special Ed",0,0,4,11,22,59,11,30,37,97,56.8
2010,00170000,Auburn,District,BIO,"Non-Title 1",44,14,189,59,77,24,13,4,323,99,89.2
2010,00170505,Auburn,"Auburn Senior High",BIO,"All Students",44,14,188,60,73,23,9,3,314,99,90.2
2010,00170505,Auburn,"Auburn Senior High",BIO,"Non-Low Income",40,16,160,62,54,21,4,2,258,99,92.2
2010,00170505,Auburn,"Auburn Senior High",BIO,"Low Income",4,7,28,50,19,34,5,9,56,98,81.3
2010,00170505,Auburn,"Auburn Senior High",BIO,Male,20,14,84,59,34,24,5,3,143,99,89.5
2010,00170505,Auburn,"Auburn Senior High",BIO,Female,24,14,104,61,39,23,4,2,171,99,90.8
2010,00170505,Auburn,"Auburn Senior High",BIO,Hispanic/Latino,0,0,2,18,6,55,3,27,11,100,56.8
2010,00170505,Auburn,"Auburn Senior High",BIO,White,42,15,177,62,62,22,6,2,287,99,91.6
2010,00170505,Auburn,"Auburn Senior High",BIO,"Special Ed",0,0,3,10,19,66,7,24,29,97,58.6
2010,00170505,Auburn,"Auburn Senior High",BIO,"Non-Title 1",44,14,188,60,73,23,9,3,314,99,90.2
2010,00180000,Avon,District,BIO,"All Students",6,9,41,64,8,13,9,14,64,100,89.1
2010,00180000,Avon,District,BIO,"Non-Low Income",5,12,27,66,3,7,6,15,41,100,92.1
2010,00180000,Avon,District,BIO,"Low Income",1,4,14,61,5,22,3,13,23,100,83.7
2010,00180000,Avon,District,BIO,Male,3,8,25,66,4,11,6,16,38,100,90.1
2010,00180000,Avon,District,BIO,Female,3,12,16,62,4,15,3,12,26,100,87.5
2010,00180000,Avon,District,BIO,Black,0,0,14,74,1,5,4,21,19,100,86.8
2010,00180000,Avon,District,BIO,White,5,15,22,65,5,15,2,6,34,100,91.9
2010,00180000,Avon,District,BIO,"Special Ed",0,0,6,38,3,19,7,44,16,100,78.1
