FY_CODE,WPI_ORG_NAME,ORG_CODE,ORG_TYP_CODE,WPI_SPOP_FLNE_CNT,WPI_SPOP_FLNE_PCT,WPI_SPOP_LEP_CNT,WPI_SPOP_LEP_PCT,WPI_SPOP_SPED_CNT,WPI_SPOP_SPED_PCT,WPI_SPOP_FLUNCH_CNT,WPI_SPOP_FLUNCH_PCT,WPI_SPOP_FLUNCH_FR_CNT,WPI_SPOP_FLUNCH_FR_PCT,WPI_SPOP_FLUNCH_RP_CNT,WPI_SPOP_FLUNCH_RP_PCT,WPI_SPOP_HN_CNT,WPI_SPOP_HN_PCT
1995,"WILLIAM PITTAWAY ELEM",00140005,6,20,5.3,4,1.1,0,0,32,8.4,,,,,,
1995,"HENRY E WARREN ELEM",00140010,6,5,1.6,0,0,0,0,34,10.8,,,,,,
1995,"DAVID MINDESS MIDDLE",00140015,6,2,0.3,2,0.3,0,0,78,12.5,,,,,,
1995,"ASHLAND HIGH",00140505,6,13,2.5,4,0.8,0,0,31,6,,,,,,
1995,ATTLEBORO,00160000,5,491,7.8,91,1.5,634,10.1,1403,22.4,,,,,,
1995,"STUDLEY SCHOOL",00160001,6,98,16,52,8.5,0,0,218,35.6,,,,,,
1995,"ATTLEBOROUGH ECC",00160005,,8,1.8,0,0,0,0,59,13.4,,,,,,
1995,"JOSEPH FINBERG",00160010,,11,3.7,0,0,0,0,66,22.4,,,,,,
1995,WILLETT,00160035,6,0,0,0,0,0,0,112,29.8,,,,,,
1995,"HYMAN FINE ELEM",00160040,6,54,9.9,0,0,0,0,147,27,,,,,,
1995,"HILL ROBERTS ELEM",00160045,6,3,0.5,0,0,0,0,83,14.3,,,,,,
1995,"ROBERT J COELHO MIDDLE",00160305,6,0,0,0,0,0,0,114,18.1,,,,,,
1995,"PETER THACHER MIDDLE",00160310,,123,17.5,13,1.9,0,0,212,30.2,,,,,,
1995,"CYRIL K BRENNAN MIDDLE",00160315,6,48,7.7,0,0,0,0,138,22.1,,,,,,
1995,"ATTLEBORO HIGH",00160505,6,117,10.3,24,2.1,0,0,188,16.5,,,,,,
1995,"ATTLEBORO VOC TECH HIGH",00160605,6,29,9,2,0.6,0,0,66,20.6,,,,,,
1995,AUBURN,00170000,5,11,0.5,2,0.1,286,12.4,165,7.1,,,,,,
1995,"JULIA BANCROFT",00170005,6,0,0,0,0,0,0,33,12,,,,,,
1995,"BRYN MAWR",00170010,6,0,0,0,0,0,0,26,9,,,,,,
1995,PAKACHOAG,00170015,6,0,0,0,0,0,0,38,13,,,,,,
1995,"MARY D STONE",00170025,6,1,0.3,1,0.3,0,0,0,0,,,,,,
1995,"AUBURN MIDDLE",00170305,6,0,0,0,0,0,0,42,8.2,,,,,,
1995,"AUBURN SENIOR HIGH",00170505,6,10,1.7,1,0.2,0,0,26,4.5,,,,,,
1995,AVON,00180000,5,4,0.5,1,0.1,92,11.6,81,10.2,,,,,,
1995,"RALPH D BUTLER",00180010,6,3,0.9,0,0,0,0,35,10.9,,,,,,
1995,"AVON HIGH SCHOOL",00180505,,1,0.2,1,0.2,0,0,46,9.7,,,,,,
1995,AYER,00190000,5,37,2.7,13,0.9,166,12,505,36.4,,,,,,
1995,PAGE,00190010,,8,2.2,0,0,0,0,130,35.8,,,,,,
1995,HILLTOP-PAGE,00190025,6,22,5,6,1.4,0,0,196,44.2,,,,,,
1995,"AYER MIDDLE",00190305,6,4,1.3,4,1.3,0,0,110,35.7,,,,,,
1995,"AYER HIGH",00190510,6,3,1.1,3,1.1,0,0,69,25.1,,,,,,
1995,BARNSTABLE,00200000,5,153,2.2,90,1.3,935,13.7,1180,17.3,,,,,,
1995,"WEST BARNSTABLE ELEM",00200005,6,1,0.4,0,0,0,0,16,5.7,,,,,,
1995,"CENTERVILLE ELEMENTARY",00200010,6,4,0.8,0,0,0,0,66,13.5,,,,,,
1995,"COTUIT ELEM",00200015,6,0,0,0,0,0,0,31,18.7,,,,,,
1995,"HYANNIS ELEMENTARY",00200020,6,42,9.1,15,3.3,0,0,170,36.9,,,,,,
1995,"HYANNIS WEST ELEMENTARY",00200025,6,26,5.3,0,0,0,0,163,33,,,,,,
1995,"MARSTONS MILLS ELEM",00200030,6,1,0.5,0,0,0,0,20,10.1,,,,,,
1995,"MARSTON MILLS EAST",00200032,6,0,0,0,0,0,0,50,11.2,,,,,,
1995,"OSTERVILLE ELEMENTARY",00200035,6,7,2.9,7,2.9,0,0,31,12.8,,,,,,
1995,"OSTERVILLE BAY ELEMENTARY",00200040,6,4,1.4,0,0,0,0,28,10.1,,,,,,
1995,"GRADE 5 SCHOOL",00200045,6,10,1.8,10,1.8,0,0,114,20.8,,,,,,
1995,"MIDDLE SCHOOL/HYANNIS",00200305,6,18,2.2,18,2.2,0,0,139,16.7,,,,,,
1995,"MIDDLE SCH/MARSTON'S MILL",00200310,6,8,1,8,1,0,0,185,23.7,,,,,,
1995,"BARNSTABLE HIGH",00200505,6,32,2,32,2,0,0,167,10.5,,,,,,
1995,BEDFORD,00230000,5,53,2.9,10,0.5,317,17.4,94,5.2,,,,,,
1995,"LT ELEZER DAVIS",00230010,6,8,1.8,0,0,0,0,24,5.4,,,,,,
1995,"LT JOB LANE SCHOOL",00230012,6,14,3.3,2,0.5,0,0,17,4,,,,,,
1995,"JOHN GLENN MIDDLE",00230305,6,3,0.8,1,0.3,0,0,28,7.5,,,,,,
1995,"BEDFORD HIGH",00230505,6,28,4.8,7,1.2,0,0,25,4.3,,,,,,
1995,BELCHERTOWN,00240000,5,16,0.7,0,0,306,13.9,271,12.3,,,,,,
1995,"BERKSHIRE AVENUE SCHOOL",00240002,6,1,1,0,0,0,0,16,15.4,,,,,,
1995,CENTER,00240003,,1,0.9,0,0,0,0,21,19.8,,,,,,
1995,"CHESTNUT HILL COMMUNITY",00240004,6,7,1,0,0,0,0,121,17,,,,,,
1995,"COLD SPRING",00240005,6,1,0.3,0,0,0,0,15,4,,,,,,
1995,"FRANKLIN SCHOOL",00240010,,0,0,0,0,0,0,6,8,,,,,,
1995,"MEADOW SCHOOL",00240015,,0,0,0,0,0,0,23,17.7,,,,,,
1995,"TADGELL HALL",00240020,6,1,0.5,0,0,0,0,26,14.1,,,,,,
1995,"BELCHERTOWN HIGH",00240505,6,5,1,0,0,0,0,43,8.4,,,,,,
1995,BELLINGHAM,00250000,5,11,0.4,1,0,469,18.6,236,9.4,,,,,,
1995,"CLARA MACY ELEMENTARY",00250009,6,10,2.2,0,0,0,0,50,10.8,,,,,,
1995,"SOUTH ELEM",00250020,6,1,0.2,1,0.2,0,0,67,10.5,,,,,,
1995,"STALL BROOK",00250025,6,0,0,0,0,0,0,64,12,,,,,,
1995,"BELLINGHAM MEMORIAL JR/SR",00250505,6,0,0,0,0,0,0,44,5.1,,,,,,
1995,"PRIMAVERA JR/SR H S",00250510,6,0,0,0,0,0,0,11,44,,,,,,
1995,BELMONT,00260000,5,257,7.8,67,2,546,16.6,206,6.3,,,,,,
1995,"WINN BROOK",00260005,6,41,9.4,2,0.5,0,0,14,3.2,,,,,,
1995,"MARY LEE BURBANK",00260010,6,5,1.4,4,1.1,0,0,12,3.4,,,,,,
1995,"DANIEL BUTLER",00260015,6,55,15.5,10,2.8,0,0,40,11.3,,,,,,
1995,"ROGER E WELLINGTON",00260035,6,66,11.1,33,5.5,0,0,41,6.9,,,,,,
1995,"WINTHROP L CHENERY MIDDLE",00260305,6,76,10.3,18,2.4,0,0,62,8.4,,,,,,
1995,"BELMONT HIGH",00260505,6,14,1.7,0,0,0,0,37,4.5,,,,,,
1995,BERKLEY,00270000,5,0,0,0,0,135,17.4,60,7.7,,,,,,
1995,"BERKLEY COMMUNITY SCHOOL",00270010,6,0,0,0,0,0,0,60,7.7,,,,,,
1995,BERLIN,00280000,5,0,0,0,0,47,22.6,25,12,,,,,,
1995,"BERLIN MEMORIAL",00280005,6,0,0,0,0,0,0,25,12,,,,,,
1995,BEVERLY,00300000,5,60,1.2,9,0.2,727,15.1,1046,21.7,,,,,,
1995,CENTERVILLE,00300010,6,0,0,0,0,0,0,8,2.8,,,,,,
1995,COVE,00300015,6,0,0,0,0,0,0,19,5.6,,,,,,
1995,"ABRAHAM EDWARDS",00300020,6,17,5.8,5,1.7,0,0,122,41.4,,,,,,
1995,"HANNAH ELEMENTARY",00300033,6,2,0.6,1,0.3,0,0,160,44.2,,,,,,
1995,MCKAY,00300035,,3,1,0,0,0,0,93,31,,,,,,
1995,"NORTH BEVERLY ELEMENTARY",00300040,6,0,0,0,0,0,0,19,6.7,,,,,,
1995,"AYERS/RYAL SIDE SCHOOL",00300055,6,0,0,0,0,0,0,16,4.3,,,,,,
1995,"WASHINGTON-BEADLE SCHOOL",00300060,6,0,0,0,0,0,0,149,57.5,,,,,,
1995,"BRISCOE MIDDLE",00300305,6,0,0,0,0,0,0,171,32.5,,,,,,
1995,"MEMORIAL MIDDLE",00300310,6,4,0.7,0,0,0,0,113,21.1,,,,,,
1995,"BEVERLY HIGH",00300505,6,34,2.7,3,0.2,0,0,176,13.9,,,,,,
1995,BILLERICA,00310000,5,44,0.7,8,0.1,1041,17.5,480,8.1,,,,,,
1995,"THOMAS DITSON",00310005,6,0,0,0,0,0,0,64,13.2,,,,,,
1995,"FREDERICK J DUTILE",00310007,6,4,0.9,0,0,0,0,48,11.4,,,,,,
1995,"JOHN F KENNEDY",00310012,6,1,0.2,0,0,0,0,50,9.3,,,,,,
1995,PARKER,00310015,6,4,0.8,4,0.8,0,0,50,10,,,,,,
1995,"HAJJAR ELEMENTARY",00310026,6,1,0.1,0,0,0,0,72,10,,,,,,
1995,"EUGENE C VINING",00310030,6,4,1,1,0.3,0,0,34,8.6,,,,,,
1995,"MARSHALL MIDDLE SCHOOL",00310305,6,3,0.4,3,0.4,0,0,76,9.1,,,,,,
1995,"LOCKE MIDDLE",00310310,6,0,0,0,0,0,0,44,7.3,,,,,,
1995,"BILLERICA MEM HIGH SCH",00310505,6,27,1.9,0,0,0,0,42,2.9,,,,,,
1995,BOSTON,00350000,5,21380,34.8,14274,23.2,12623,20.5,37750,61.4,,,,,,
1995,"ELC - NORTH ZONE",00350003,6,19,19,0,0,0,0,5,5,,,,,,
1995,"MARY LYON",00350004,6,18,23.1,5,6.4,0,0,60,76.9,,,,,,
1995,"ELC - EAST ZONE",00350005,6,18,10.1,0,0,0,0,138,77.1,,,,,,
1995,"ELC - WEST ZONE",00350006,6,9,7.1,0,0,0,0,78,61.4,,,,,,
1995,AGASSIZ,00350007,6,503,57.4,453,51.7,0,0,683,78,,,,,,
1995,"ALEXANDER HAMILTON",00350011,6,112,45,50,20.1,0,0,171,68.7,,,,,,
1995,"JACKSON MANN",00350013,6,266,42.7,137,22,0,0,513,82.3,,,,,,
1995,BEETHOVEN,00350021,6,35,11.9,7,2.4,0,0,222,75.3,,,,,,
1995,"CARTER DEVELOP DAY CARE",00350036,6,3,21.4,0,0,0,0,10,71.4,,,,,,
1995,"CHARLES SUMNER",00350052,6,192,33.3,153,26.6,0,0,444,77.1,,,,,,
1995,"CHARLES H TAYLOR",00350054,6,174,25.7,137,20.2,0,0,325,48,,,,,,
1995,"CURTIS GUILD",00350062,6,82,36.4,61,27.1,0,0,188,83.6,,,,,,
1995,"DANTE ALIGHIERI",00350066,6,40,25,4,2.5,0,0,141,88.1,,,,,,
1995,"DAVID A ELLIS",00350072,6,322,51.7,295,47.4,0,0,456,73.2,,,,,,
1995,DEARBORN,00350074,6,185,47.7,141,36.3,0,0,260,67,,,,,,
1995,"DENNIS C HALEY",00350077,6,20,6.1,3,0.9,0,0,197,60.1,,,,,,
1995,"DONALD MCKAY",00350080,6,351,59.6,292,49.6,0,0,483,82,,,,,,
1995,"EDWARD EVERETT",00350088,6,81,23.3,27,7.8,0,0,296,85.1,,,,,,
1995,"ELIHU GREENWOOD",00350094,6,55,10.5,12,2.3,0,0,352,67,,,,,,
1995,"ELIOT ELEMENTARY",00350096,6,55,22.9,12,5,0,0,185,77.1,,,,,,
1995,"ELLIS MENDELL",00350100,6,42,14.4,7,2.4,0,0,204,70.1,,,,,,
1995,"EMILY A FIFIELD",00350102,6,20,6.3,5,1.6,0,0,225,70.3,,,,,,
1995,FARRAGUT,00350108,6,74,28.9,12,4.7,0,0,202,78.9,,,,,,
1995,"FRANK V THOMPSON MIDDLE",00350114,6,39,10.9,15,4.2,0,0,287,80.2,,,,,,
1995,"FRANKLIN D ROOSEVELT",00350116,6,43,10.9,6,1.5,0,0,268,67.7,,,,,,
1995,"GEORGE H CONLEY",00350122,6,32,11.6,13,4.7,0,0,148,53.4,,,,,,
1995,"HARRIET A BALDWIN",00350129,6,213,67.8,146,46.5,0,0,258,82.2,,,,,,
1995,"HENRY GREW",00350135,6,30,8,5,1.3,0,0,273,72.8,,,,,,
1995,"HENRY L HIGGINSON",00350137,6,24,10.4,6,2.6,0,0,198,86.1,,,,,,
1995,"O W HOLMES",00350138,6,18,8.6,1,0.5,0,0,135,64.6,,,,,,
1995,"PHYLLIS WHEATLEY MIDDLE",00350139,6,36,12.7,20,7.1,0,0,207,73.1,,,,,,
1995,"HUGH ROE O'DONNELL",00350141,6,116,32.6,25,7,0,0,269,75.6,,,,,,
1995,"JAMES CONDON ELEM",00350146,6,292,34.4,182,21.4,0,0,728,85.6,,,,,,
1995,"JAMES A GARFIELD ELEM",00350152,6,119,33.2,25,7,0,0,302,84.4,,,,,,
1995,"JAMES W HENNIGAN",00350153,6,365,55,338,50.9,0,0,484,72.9,,,,,,
1995,"JAMES J CHITTICK",00350154,6,43,12,6,1.7,0,0,244,68.2,,,,,,
1995,"JAMES OTIS",00350156,6,321,76.2,277,65.8,0,0,322,76.5,,,,,,
1995,"JOHN F KENNEDY",00350166,6,329,57,253,43.8,0,0,416,72.1,,,,,,
1995,"JOHN P HOLLAND",00350167,6,378,45.6,316,38.1,0,0,651,78.5,,,,,,
1995,"JOHN D PHILBRICK",00350172,6,11,6.2,4,2.3,0,0,128,72.3,,,,,,
1995,"JOHN MARSHALL",00350178,6,281,31.8,201,22.7,0,0,635,71.8,,,,,,
1995,"JOHN W MCCORMACK",00350179,6,230,33.5,150,21.8,0,0,549,79.9,,,,,,
1995,"JOHN WINTHROP",00350180,6,62,19.7,5,1.6,0,0,219,69.7,,,,,,
1995,"JOSEPH P TYNAN",00350181,6,160,32.7,121,24.7,0,0,386,78.8,,,,,,
1995,"JOSEPH J HURLEY",00350182,6,205,53.2,164,42.6,0,0,326,84.7,,,,,,
1995,"JOSEPH LEE",00350183,6,56,8.5,21,3.2,0,0,480,72.5,,,,,,
1995,"JOSEPH P MANNING",00350184,6,20,10.4,6,3.1,0,0,114,59.4,,,,,,
1995,"JOYCE KILMER",00350190,6,47,13.2,3,0.8,0,0,175,49.3,,,,,,
1995,HARVARD-KENT,00350200,6,240,43.2,177,31.9,0,0,451,81.3,,,,,,
1995,"LUCY STONE",00350211,6,24,9.5,2,0.8,0,0,189,75,,,,,,
1995,"MANASSAH E BRADLEY",00350215,6,45,13.3,4,1.2,0,0,218,64.3,,,,,,
1995,"MARGARET FULLER",00350217,6,32,11.8,3,1.1,0,0,232,85.3,,,,,,
1995,MATTAHUNT,00350226,6,262,30.6,210,24.5,0,0,525,61.3,,,,,,
1995,MATHER,00350227,6,280,46,207,34,0,0,456,74.9,,,,,,
1995,"MAURICE J TOBIN",00350229,6,323,56.1,253,43.9,0,0,423,73.4,,,,,,
1995,"MICHAEL J PERKINS",00350231,6,54,17,7,2.2,0,0,215,67.6,,,,,,
1995,MOZART,00350237,6,32,16.1,5,2.5,0,0,158,79.4,,,,,,
1995,"RICHARD J MURPHY",00350240,6,246,32.3,163,21.4,0,0,517,67.9,,,,,,
1995,"NATHAN HALE",00350243,6,10,4.7,3,1.4,0,0,176,83,,,,,,
1995,"OLIVER HAZARD PERRY",00350255,6,19,9.9,6,3.1,0,0,154,80.6,,,,,,
1995,"WILLIAM H OHRENBERGER",00350258,6,302,46.2,263,40.3,0,0,462,70.8,,,,,,
1995,"PATRICK J KENNEDY",00350264,6,64,21.6,13,4.4,0,0,199,67.2,,,,,,
1995,"PATRICK O'HEARN",00350266,6,21,9.5,5,2.3,0,0,107,48.2,,,,,,
1995,"PAUL A DEVER",00350268,6,173,33.5,126,24.4,0,0,464,89.9,,,,,,
1995,"PAULINE AGASSIZ SHAW",00350270,6,33,10.9,1,0.3,0,0,232,76.3,,,,,,
1995,"PHINEAS BATES",00350278,6,39,12.3,6,1.9,0,0,247,77.7,,,,,,
1995,"QUINCY E DICKERMAN",00350284,6,27,7.5,5,1.4,0,0,301,83.8,,,,,,
1995,"JOSIAH QUINCY",00350286,6,533,58.7,367,40.4,0,0,724,79.7,,,,,,
1995,"RALPH WALDO EMERSON",00350288,6,230,73.7,170,54.5,0,0,258,82.7,,,,,,
1995,"ROGER CLAP",00350298,6,46,19.7,11,4.7,0,0,165,70.5,,,,,,
1995,"SAMUEL ADAMS",00350302,6,52,16.8,13,4.2,0,0,209,67.4,,,,,,
1995,"SAMUEL W MASON",00350304,6,124,45.6,76,27.9,0,0,198,72.8,,,,,,
1995,"SARAH GREENWOOD",00350308,6,188,49.7,168,44.4,0,0,305,80.7,,,,,,
1995,"THOMAS GARDNER",00350326,6,256,50.3,169,33.2,0,0,395,77.6,,,,,,
1995,"THOMAS J KENNY",00350328,6,187,44.6,157,37.5,0,0,266,63.5,,,,,,
1995,WARREN-PRESCOTT,00350346,6,64,15.3,15,3.6,0,0,270,64.7,,,,,,
1995,"WILLIAM ELLERY CHANNING",00350360,6,36,9.1,2,0.5,0,0,272,68.7,,,,,,
1995,"WM E ENDICOTT",00350362,6,16,7.7,3,1.4,0,0,165,79.7,,,,,,
1995,"WILLIAM MCKINLEY",00350363,6,56,14.8,17,4.5,0,0,218,57.5,,,,,,
1995,"WILLIAM E RUSSELL",00350366,6,177,42,135,32.1,0,0,359,85.3,,,,,,
1995,"WILLIAM MONROE TROTTER",00350370,6,25,4.1,8,1.3,0,0,453,74,,,,,,
1995,"WINSHIP ELEMENTARY",00350374,6,243,62,190,48.5,0,0,291,74.2,,,,,,
1995,"JAMES M CURLEY",00350384,6,39,10.6,12,3.3,0,0,243,65.9,,,,,,
1995,BLACKSTONE,00350390,6,537,56.7,407,43,0,0,701,74,,,,,,
1995,"JOSEPH H BARNES MIDDLE",00350405,6,398,47.7,242,29,0,0,642,77,,,,,,
1995,"MARTIN LUTHER KING JR MID",00350410,6,238,50.4,194,41.1,0,0,320,67.8,,,,,,
1995,"GROVER CLEVELAND",00350415,6,232,33.7,163,23.7,0,0,246,35.8,,,,,,
1995,"MARY E CURLEY MIDDLE",00350420,6,357,51.1,297,42.5,0,0,551,78.8,,,,,,
1995,"THOMAS A EDISON JR HIGH",00350425,6,465,68.9,352,52.1,0,0,559,82.8,,,,,,
1995,"CLARENCE R EDWARDS MIDDLE",00350430,6,200,40.7,131,26.7,0,0,404,82.3,,,,,,
1995,"PATRICK F GAVIN MIDDLE",00350435,6,147,26.7,81,14.7,0,0,418,75.9,,,,,,
1995,"WASHINGTON IRVING MIDDLE",00350445,6,314,42.5,216,29.2,0,0,591,80,,,,,,
1995,"SOLOMON LEWENBERG MIDDLE",00350450,6,132,23.6,102,18.2,0,0,378,67.6,,,,,,
1995,"LEWIS MIDDLE SCHOOL",00350455,6,34,11.8,19,6.6,0,0,159,55,,,,,,
1995,"WM B ROGERS MIDDLE",00350470,6,76,14.4,31,5.9,0,0,343,65.2,,,,,,
1995,"ROBERT GOULD SHAW MIDDLE",00350475,6,64,19.8,24,7.4,0,0,261,80.6,,,,,,
1995,"WILLIAM H TAFT MIDDLE",00350480,6,209,41.1,127,25,0,0,379,74.5,,,,,,
1995,"JAMES P TIMILTY MIDDLE",00350485,6,217,40.6,168,31.5,0,0,445,83.3,,,,,,
1995,"WOODROW WILSON MIDDLE",00350490,6,204,34.8,139,23.7,0,0,439,74.8,,,,,,
1995,"BRIGHTON HIGH",00350505,6,595,49.4,471,39.1,0,0,586,48.7,,,,,,
1995,"CHARLESTOWN HIGH",00350515,6,619,50.2,482,39.1,0,0,473,38.3,,,,,,
1995,"DORCHESTER HIGH",00350520,6,479,44.9,391,36.6,0,0,333,31.2,,,,,,
1995,"JEREMIAH E BURKE HIGH",00350525,6,332,33.7,219,22.3,0,0,308,31.3,,,,,,
1995,"EAST BOSTON HIGH",00350530,6,437,38.9,312,27.8,0,0,510,45.4,,,,,,
1995,"THE ENGLISH HIGH",00350535,6,626,48.3,505,39,0,0,370,28.6,,,,,,
1995,"MADISON PARK HIGH",00350537,6,734,50,541,36.9,0,0,273,18.6,,,,,,
1995,"BOSTON LATIN ACADEMY",00350545,6,331,22,83,5.5,0,0,455,30.2,,,,,,
1995,"HYDE PARK HIGH SCHOOL",00350550,6,363,35,260,25.1,0,0,471,45.4,,,,,,
1995,"BOSTON LATIN",00350560,6,499,20.8,39,1.6,0,0,627,26.1,,,,,,
1995,"SOUTH BOSTON HIGH",00350570,6,329,34,227,23.5,0,0,253,26.1,,,,,,
1995,"WEST ROXBURY SCH",00350573,6,410,31.9,292,22.7,0,0,555,43.2,,,,,,
1995,"O'BRYANT SCH MATH/SCIENCE",00350575,6,528,43.2,257,21,0,0,511,41.8,,,,,,
1995,"BOSTON HIGH SCHOOL",00350650,6,254,29.8,147,17.3,0,0,101,11.9,,,,,,
1995,"SNOWDEN INT'L HIGH",00350690,6,129,26.6,71,14.6,0,0,159,32.8,,,,,,
1995,"RAFAEL HERNANDEZ",00350691,6,203,54.3,186,49.7,0,0,272,72.7,,,,,,
1995,"HORACE MANN",00350750,6,44,34.4,4,3.1,0,0,100,78.1,,,,,,
1995,BOURNE,00360000,5,8,0.3,3,0.1,356,14.1,586,23.2,,,,,,
1995,"JAMES F PEEBLES ELEM",00360010,6,1,0.2,1,0.2,0,0,162,26.2,,,,,,
