FY_CODE,ORG_NAME,ORG_CODE,ORG_TYP_CODE,DROPOUT_CNT,DROPOUT_PCT,ATTEND_CNT,ATTEND_PCT,RETAIN_CNT,RETAIN_PCT,TRUANT_CNT,TRUANT_PCT
2013,"Henry Grew",00350135,6,0,0,11.6,93.2,9,4,114,41.9
2013,"O W Holmes",00350138,6,0,0,9,94.5,2,0.8,66,19.3
2013,"Hugh Roe O'Donnell",00350141,6,0,0,7.1,95.9,9,4,8,2.6
2013,"James Condon Elementary",00350146,6,0,0,12.2,92.9,24,3.9,280,33.3
2013,"James W Hennigan",00350153,6,0,0,11.4,93.4,19,3.7,209,34.3
2013,"James J Chittick",00350154,6,0,0,9.6,94.4,12,5,102,30.4
2013,"James Otis",00350156,6,0,0,9,94.8,4,1.4,85,21.1
2013,"John F Kennedy",00350166,6,0,0,10.8,93.7,15,4.6,137,32.2
2013,"John P Holland",00350167,6,0,0,11.4,93.4,22,3.7,303,38.7
2013,"John D Philbrick",00350172,6,0,0,8.1,95.2,3,2.5,27,16.5
2013,"John Marshall",00350178,6,0,0,13.6,92.1,16,3.4,273,39.6
2013,"John W McCormack",00350179,6,0,0,13.7,92.1,13,1.9,332,47.2
2013,"John Winthrop",00350180,6,0,0,11.3,93.4,12,4.3,121,29.8
2013,"Joseph P Tynan",00350181,6,0,0,16.4,90,8,2.8,215,51.3
2013,"Joseph J Hurley",00350182,6,0,0,7.9,95.4,8,3.1,57,16.9
2013,"Joseph Lee",00350183,6,0,0,9.1,94.7,18,4.2,115,26.7
2013,"Joseph P Manning",00350184,6,0,0,9.3,94.6,1,0.8,27,16
2013,"Joyce Kilmer",00350190,6,0,0,8.2,95.4,2,0.6,84,18.5
2013,Harvard-Kent,00350200,6,0,0,10.5,93.8,23,5.6,178,30.8
2013,"Manassah E Bradley",00350215,6,0,0,9.3,94.7,7,3.3,70,25.2
2013,Mattahunt,00350226,6,0,0,10.7,93.5,10,2.2,255,36.4
2013,Mather,00350227,6,0,0,8.8,94.8,16,3.6,179,28.3
2013,"Maurice J Tobin",00350229,6,0,0,12.2,92.8,18,4.7,162,35
2013,"Michael J Perkins",00350231,6,0,0,16.2,90.5,3,1.3,152,56.1
2013,Mozart,00350237,6,0,0,10.4,93.9,6,5,47,26.3
2013,"Richard J Murphy",00350240,6,0,0,7.2,95.9,7,0.9,99,10.5
2013,"Nathan Hale",00350243,6,0,0,11.7,93.1,2,1.7,32,18.5
2013,"Oliver Hazard Perry",00350255,6,0,0,11.6,93.4,1,0.5,90,34.5
2013,"Orchard Gardens",00350257,6,0,0,8.8,94.9,26,3.8,216,24.2
2013,"William H Ohrenberger",00350258,6,0,0,10,94.3,3,0.5,190,28.8
2013,Lyndon,00350262,6,0,0,9.4,94.7,7,1.6,131,23.4
2013,"Patrick J Kennedy",00350264,6,0,0,8.7,94.9,6,3,93,31.4
2013,"Dr. William Henderson",00350266,6,0,0,10.6,94,2,1.2,81,32.4
2013,"Paul A Dever",00350268,6,0,0,11.7,93.2,1,0.2,269,44
2013,"Phineas Bates",00350278,6,0,0,10,94.2,8,3.3,63,19.9
2013,"Josiah Quincy",00350286,6,0,0,4.7,97.3,12,1.8,44,5.1
2013,"Roger Clap",00350298,6,0,0,7.4,95.5,3,2.3,25,13.8
2013,"Samuel Adams",00350302,6,0,0,10.1,94.1,7,3.5,65,21.7
2013,"Samuel W Mason",00350304,6,0,0,7,95.9,0,0,33,12.7
2013,"Sarah Greenwood",00350308,6,0,0,9.1,94.8,15,4.8,130,31.3
2013,"Gardner Pilot Academy",00350326,6,0,0,9.9,94.4,6,2,63,17.5
2013,"Thomas J Kenny",00350328,6,0,0,9.2,94.4,3,1.3,92,27.5
2013,Warren-Prescott,00350346,6,0,0,9.5,94.5,11,2.4,141,25.6
2013,"William Ellery Channing",00350360,6,0,0,10.2,93.9,4,1.6,80,24
2013,"William McKinley",00350363,6,65,31.4,38.8,75.5,59,16.2,311,63.7
2013,"William E Russell",00350366,6,0,0,11.9,93,5,2,130,35.3
2013,"William Monroe Trotter",00350370,6,0,0,11.5,93.1,2,0.7,140,33
2013,"Winship Elementary",00350374,6,0,0,10.2,93.9,13,6,92,27.7
2013,"Edison K-8",00350375,6,0,0,11.5,93,17,2.4,318,35
2013,"King K-8",00350376,6,0,0,13.5,91.7,28,8.3,224,43.9
2013,"Higginson/Lewis K-8",00350377,6,0,0,11.4,93.2,11,3.6,139,33.6
2013,"Mildred Avenue K-8",00350378,6,0,0,13.5,91.8,8,1.5,222,38.3
2013,"Young Achievers",00350380,6,0,0,11.9,93.2,23,5,205,38.7
2013,"Mission Hill School",00350382,6,0,0,7.7,95.6,3,1.9,49,22.2
2013,"Lilla G. Frederick Middle School",00350383,6,0,0,7.7,95.5,18,2.9,143,21.2
2013,Blackstone,00350390,6,0,0,12.9,92.5,3,0.7,160,25.6
2013,"Boston Middle School Academy",00350413,6,0,0,40.8,76.1,3,25,25,67.6
2013,"Harbor School",00350426,6,2,5.9,14.1,91.4,6,2.1,132,40.9
2013,"Clarence R Edwards Middle",00350430,6,0,0,11.4,93.3,27,5.1,140,24.4
2013,"Washington Irving Middle",00350445,6,0,0,15.7,90.8,15,3.1,213,42.5
2013,"Wm B Rogers Middle",00350470,6,0,0,12.7,92.6,19,3.3,174,28.4
2013,"James P Timilty Middle",00350485,6,0,0,11.2,93.6,5,0.8,174,27.1
2013,"Brighton High",00350505,6,93,8.5,22.2,86.5,116,10.6,597,49.7
2013,"Boston International  High School",00350507,6,14,3.9,10.5,92.7,21,5.8,159,32.9
2013,"Charlestown High",00350515,6,96,10.5,25.3,84.4,117,12.8,544,53.3
2013,"Community Academy",00350518,6,23,62.2,31.2,77.8,11,29.7,72,70.6
2013,"Excel High School",00350522,6,41,6.5,22.4,86.3,85,13.5,301,44.6
2013,"Jeremiah E Burke High",00350525,6,47,7.9,13.7,91.4,55,9.2,239,39.2
2013,"East Boston High",00350530,6,86,6.4,24.7,84.3,222,16.6,746,49.7
2013,"The English High",00350535,6,102,16.9,18.7,88,123,20.4,307,45.4
2013,"Madison Park High",00350537,6,70,6,23.3,86.6,82,7.1,748,65.7
2013,"Fenway High School",00350540,6,3,0.9,10.6,94.1,5,1.6,81,25.2
2013,"Another Course To College",00350541,6,0,0,19.9,88.3,25,11.4,96,41.4
2013,"New Mission High School",00350542,6,1,0.4,17,90.3,7,2.7,135,49.5
2013,"Egleston Community High School",00350543,6,41,21.6,75.4,54,50,26.3,192,92.3
2013,"Boston Latin Academy",00350545,6,6,0.6,8.8,95.1,30,1.8,160,9.8
2013,"Boston Arts Academy",00350546,6,4,1,12.6,92.9,12,2.9,106,25.6
2013,"Boston Adult Academy",00350548,6,41,16,17.8,85.4,72,28,202,55.6
2013,"Margarita Muniz Academy",00350549,6,0,0,10.5,93.9,0,0,19,23.5
2013,"Boston Community Leadership Academy",00350558,6,9,1.8,16,90.9,29,5.9,215,43.4
2013,"Boston Latin",00350560,6,3,0.2,8,95.6,14,0.6,56,2.4
2013,"Quincy Upper School",00350565,6,0,0,8.5,95.2,3,0.6,105,20.5
2013,"O'Bryant School Math/Science",00350575,6,11,1,10.2,94.3,80,5.9,295,21.9
2013,"Urban Science Academy",00350579,6,35,6.1,32.9,80.8,108,18.9,425,70.1
2013,"Community Academy of Science and Health",00350581,6,27,6.8,23.3,85.7,77,19.4,251,55.8
2013,"Dorchester Academy",00350651,6,50,13.2,20.6,86.3,40,10.5,226,48.5
2013,"Lyon Upper 9-12",00350655,6,3,2.2,19,88.9,4,3,50,36.8
2013,"Mario Umana Academy",00350656,6,0,0,14,91.8,14,2.3,310,43.8
2013,"TechBoston Academy",00350657,6,3,0.5,12.7,92.6,60,6,340,33
2013,"West Roxbury Academy",00350658,6,45,7,23,85.7,52,8.1,449,63.4
2013,"Snowden International School at Copley",00350690,6,18,4.4,21.7,87.5,51,12.6,203,50
2013,"Rafael Hernandez",00350691,6,0,0,8.7,95.1,10,3,84,19.7
2013,"Horace Mann School for the Deaf",00350750,6,8,21.1,17.2,90.1,12,12.2,43,33.9
2013,Bourne,00360000,5,17,3.1,8.7,94.8,36,1.9,360,16.2
2013,"Bournedale Elementary School",00360005,6,0,0,7.8,95.4,0,0,71,13.5
2013,"Peebles Elementary School",00360010,6,0,0,7.8,95.4,5,1.4,34,9.1
2013,"Bourne Middle School",00360325,6,0,0,8,95.4,3,0.4,157,21
2013,"Bourne High School",00360505,6,17,3.1,10.8,93.6,28,5,97,16.7
2013,Boxborough,00370000,5,0,0,6.5,96,0,0,0,0
2013,"Blanchard Memorial",00370005,6,0,0,6.4,96.1,0,0,0,0
2013,Boxford,00380000,5,0,0,6.6,96.3,2,0.3,0,0
2013,"Harry Lee Cole",00380005,6,0,0,6.3,96.4,1,0.5,0,0
2013,"Spofford Pond",00380013,6,0,0,6.6,96.2,1,0.2,0,0
2013,Boylston,00390000,5,0,0,5.7,96.9,1,0.3,5,1.3
2013,"Boylston Elementary",00390005,6,0,0,5.7,96.9,1,0.3,5,1.3
2013,Braintree,00400000,5,12,0.8,7.3,95.9,51,1,0,0
2013,Hollis,00400005,6,0,0,5.7,96.7,11,2.6,0,0
2013,Highlands,00400015,6,0,0,5.4,97,9,2.3,0,0
2013,"Mary E Flaherty School",00400020,6,0,0,5.6,96.8,0,0,0,0
2013,Liberty,00400025,6,0,0,6.4,96.4,1,0.3,0,0
2013,"Archie T Morrison",00400033,6,0,0,6.8,96.1,5,1.4,0,0
2013,"Donald Ross",00400050,6,0,0,6.1,96.5,6,2.2,0,0
2013,"East Middle School",00400305,6,0,0,7,96.1,0,0,0,0
2013,"South Middle School",00400310,6,0,0,7.3,95.9,0,0,0,0
2013,"Braintree High",00400505,6,12,0.8,9,94.9,19,1.2,0,0
2013,Brewster,00410000,5,0,0,8.7,95,1,0.3,32,6.6
2013,"Stony Brook Elementary",00410005,6,0,0,9.3,94.6,0,0,18,6.9
2013,"Eddy Elementary",00410010,6,0,0,7.9,95.5,1,0.5,14,6.3
2013,Brimfield,00430000,5,0,0,6.8,96.1,1,0.4,0,0
2013,"Brimfield Elementary",00430005,6,0,0,6.9,96.1,1,0.4,0,0
2013,Brockton,00440000,5,172,3.8,9.8,94.2,443,3,0,0
2013,"Dr W Arnone Community School",00440001,6,0,0,9.4,94.4,9,1.4,0,0
2013,"Mary E. Baker School",00440002,6,0,0,9.3,94.6,5,0.8,0,0
2013,"Manthala George Jr. School",00440003,6,0,0,9.1,94.7,10,1.5,0,0
2013,Brookfield,00440010,6,0,0,8.2,95.2,4,0.8,0,0
2013,"John F Kennedy",00440017,6,0,0,7.4,95.7,4,0.8,0,0
2013,"Edgar B Davis",00440023,6,0,0,7.9,95.4,1,0.1,0,0
2013,Hancock,00440045,6,0,0,8.4,95.1,7,1.2,0,0
2013,"Gilmore School Early Childhood Center",00440050,6,0,0,14.1,88.7,0,0,0,0
2013,Huntington,00440055,6,0,0,8.8,94.9,4,0.9,0,0
2013,"Louis F Angelo Elementary",00440065,6,0,0,8,95.4,10,1.4,0,0
2013,"Oscar F Raymond",00440078,6,0,0,8.6,95,3,0.3,0,0
2013,"B B Russell Alternative School",00440080,6,16,29.1,40.2,73.6,22,35.5,0,0
2013,Downey,00440110,6,0,0,11.1,93.5,5,1,0,0
2013,"Goddard Alternative School",00440400,6,4,10.3,21.9,86.3,5,9.4,0,0
2013,"East Middle School",00440405,6,0,0,8.1,95.3,9,2.1,0,0
2013,"North Middle School",00440410,6,0,0,8.7,94.9,3,0.6,0,0
2013,"South Middle School",00440415,6,0,0,8.4,95.1,13,2.7,0,0
2013,"West Middle School",00440420,6,0,0,7.5,95.8,0,0,0,0
2013,"Ashfield Middle School",00440421,6,0,0,7.3,95.8,8,1.7,0,0
2013,"Joseph F. Plouffe Academy",00440422,6,0,0,9.2,94.7,4,0.6,0,0
2013,"Brockton High",00440505,6,61,1.5,10.8,93.7,203,5,0,0
2013,"Brockton Champion High School",00440515,6,29,13.4,23.8,81.9,79,36.4,0,0
2013,"Edison Academy",00440520,6,62,38.3,16.6,83.6,35,21.6,0,0
2013,Brookfield,00450000,5,0,0,7.5,95.7,1,0.4,0,0
2013,"Brookfield Elementary",00450005,6,0,0,7.5,95.7,1,0.4,0,0
2013,Brookline,00460000,5,14,0.8,7.7,95.6,21,0.3,31,0.4
2013,"Brookline Early Education Program at Beacon",00460001,6,0,0,7.8,95.3,0,0,0,0
2013,"Edith C Baker",00460005,6,0,0,7.4,95.6,3,0.5,2,0.3
2013,"Edward Devotion",00460015,6,0,0,8,95.4,1,0.1,0,0
2013,"Michael Driscoll",00460020,6,0,0,8.2,95.3,0,0,2,0.3
2013,Heath,00460025,6,0,0,8.3,95.3,0,0,0,0
2013,Lawrence,00460030,6,0,0,7.4,95.7,0,0,1,0.1
2013,"William H Lincoln",00460035,6,0,0,7.5,95.7,0,0,6,1
2013,Pierce,00460040,6,0,0,7.6,95.6,1,0.2,0,0
2013,"John D Runkle",00460045,6,0,0,7.6,95.7,0,0,0,0
2013,"The Lynch Center",00460060,6,0,0,11.1,93.6,0,0,0,0
2013,"Brookline High",00460505,6,12,0.7,7.1,95.9,16,0.9,20,1.1
2013,Burlington,00480000,5,17,1.7,7.6,95.7,9,0.3,930,25
2013,"Fox Hill",00480007,6,0,0,6.5,96.4,2,0.6,85,21.3
2013,Memorial,00480015,6,0,0,7,95.9,0,0,111,24.9
2013,"Pine Glen Elementary",00480020,6,0,0,7.1,96,0,0,73,23.9
2013,"Francis Wyman Elementary",00480035,6,0,0,6.5,96.3,0,0,99,18.7
2013,"Marshall Simonds Middle",00480303,6,0,0,7.5,95.8,0,0,227,26.7
2013,"Burlington High",00480505,6,17,1.7,8.3,95.1,7,0.7,324,27.2
2013,Cambridge,00490000,5,26,1.5,10,93.9,108,2.1,362,5.3
2013,"Maria L. Baldwin",00490005,6,0,0,8.3,95,1,0.5,5,1.5
